x,y
3.569274693549203903e+00,-7.227214607117535827e-01
3.600165238704151172e+00,-6.835480169116863181e-01
3.631055783859097996e+00,-6.443745731116194975e-01
3.658829555449463200e+00,-6.030342405515543014e-01
3.684790974442833100e+00,-5.604338977949812062e-01
3.708385376698900782e+00,-5.164870358495385894e-01
3.732209876820644645e+00,-4.726710691303814826e-01
3.758171295814014545e+00,-4.300707263738088315e-01
3.784132714807384890e+00,-3.874703836172352922e-01
3.810094133800754790e+00,-3.448700408606621970e-01
3.836055552794124690e+00,-3.022696981040886577e-01
3.862004322507024412e+00,-2.596621595813806138e-01
3.885355512337246964e+00,-2.155769419609607773e-01
3.908706702167469516e+00,-1.714917243405418290e-01
3.932057891997692511e+00,-1.274065067201219925e-01
3.955409081827914619e+00,-8.332128909970260011e-02
3.978760271658137615e+00,-3.923607147928276362e-02
4.008356784980869669e+00,7.804141197738090341e-04
4.039247330135816938e+00,3.995385791984129575e-02
4.070137875290763319e+00,7.912730171990833838e-02
4.101028420445709699e+00,1.183007455199758251e-01
4.131918965600656968e+00,1.574741893200430898e-01
4.162809510755604236e+00,1.966476331201105765e-01
4.193700055910550617e+00,2.358210769201776191e-01
4.224590601065498774e+00,2.749945207202451058e-01
4.255481146220445154e+00,3.141679645203123705e-01
4.286371691375391535e+00,3.533414083203791911e-01
4.315104393568076624e+00,3.940150591659317136e-01
4.341065812561446080e+00,4.366154019225052529e-01
4.367027231554816424e+00,4.792157446790785702e-01
4.392988650548186769e+00,5.218160874356512213e-01
4.418950069541557113e+00,5.644164301922247606e-01
4.445568937758111794e+00,6.065884549105091672e-01
4.474046514305193512e+00,6.475495597922376056e-01
4.502524090852276117e+00,6.885106646739653780e-01
4.531001667399357835e+00,7.294717695556938164e-01
4.574900673245958060e+00,7.506547083513961383e-01
4.621568807004392099e+00,7.682862077383414423e-01
4.668236940762824361e+00,7.859177071252860802e-01
4.716146327427663820e+00,7.932904759527810157e-01
4.765672835793109741e+00,7.872980266827152018e-01
4.815199344158553885e+00,7.813055774126496100e-01
4.864725852523999805e+00,7.753131281425840182e-01
4.914252360889445725e+00,7.693206788725182044e-01
4.963293731906370354e+00,7.610600847259612056e-01
5.010938172957519754e+00,7.462684750755408380e-01
5.058582614008669154e+00,7.314768654251204705e-01
5.106227055059818554e+00,7.166852557746998809e-01
5.152186346289616026e+00,6.974332882420637425e-01
5.196861374355079555e+00,6.758683850882849509e-01
5.230052955742400478e+00,6.386245479586905027e-01
5.263244537129720513e+00,6.013807108290962766e-01
5.296436118517041436e+00,5.641368736995018285e-01
5.319599538379738313e+00,5.207816936504019445e-01
5.337486194478815449e+00,4.742107583718375707e-01
5.355372850577891697e+00,4.276398230932731970e-01
5.373259506676968833e+00,3.810688878147090453e-01
5.391146162776045081e+00,3.344979525361455597e-01
5.409032818875122217e+00,2.879270172575811859e-01
5.426919474974198465e+00,2.413560819790168122e-01
5.444806131073275601e+00,1.947851467004526604e-01
5.462692787172351849e+00,1.482142114218891749e-01
5.480579443271428097e+00,1.016432761433248011e-01
5.498466099370505233e+00,5.507234086476042734e-02
5.516352755469581481e+00,8.501405586196053576e-03
5.534239411568658618e+00,-3.806952969236743201e-02
5.552126067667734866e+00,-8.464046497093180577e-02
5.570012723766812002e+00,-1.312114002494961795e-01
5.587899379865888250e+00,-1.777823355280605533e-01
5.605786035964964498e+00,-2.243532708066244830e-01
5.625517387055580798e+00,-2.700850876644849130e-01
5.648868576885804238e+00,-3.141703052849047495e-01
5.672219766716025902e+00,-3.582555229053232537e-01
5.695570956546249342e+00,-4.023407405257430902e-01
5.718922146376471893e+00,-4.464259581461629267e-01
5.743487873136994715e+00,-4.897199236712559411e-01
5.774378418291941095e+00,-5.288933674713227617e-01
5.805268963446888364e+00,-5.680668112713900264e-01
5.836159508601835633e+00,-6.072402550714577352e-01
5.867050053756782901e+00,-6.464136988715249998e-01
5.897940598911729282e+00,-6.855871426715918204e-01
5.928831144066675662e+00,-7.247605864716595292e-01
5.959721689221622931e+00,-7.639340302717267939e-01
5.990612234376570200e+00,-8.031074740717945026e-01
6.021502779531516580e+00,-8.422809178718613232e-01
6.052393324686463849e+00,-8.814543616719285879e-01
6.083283869841411118e+00,-9.206278054719958526e-01
6.114174414996357498e+00,-9.598012492720635613e-01
6.145064960151304767e+00,-9.989746930721299378e-01
6.175955505306251148e+00,-1.038148136872197647e+00
6.206846050461198416e+00,-1.077321580672264911e+00
6.237736595616145685e+00,-1.116495024472332620e+00
6.268627140771092066e+00,-1.155668468272398997e+00
6.299517685926038446e+00,-1.194841912072466705e+00
6.330408231080985715e+00,-1.234015355872533970e+00
6.361298776235932095e+00,-1.273188799672601679e+00
6.393892023869595320e+00,-1.310844800796070686e+00
6.429264371272871870e+00,-1.346024077626454485e+00
6.464636718676148419e+00,-1.381203354456838284e+00
6.500009066079424969e+00,-1.416382631287222083e+00
6.535381413482701518e+00,-1.451561908117604993e+00
6.572552100026439525e+00,-1.484285821028105801e+00
6.616764461463861657e+00,-1.507395376957493927e+00
6.663301443869887208e+00,-1.523743058547420759e+00
6.712377666265636478e+00,-1.532704580432112440e+00
6.761453888661385747e+00,-1.541666102316804121e+00
6.810530111057135905e+00,-1.550627624201496246e+00
6.859606333452885174e+00,-1.559589146086187927e+00
6.908493207986172280e+00,-1.562262436349140415e+00
6.956941315949651816e+00,-1.550364314065109550e+00
7.005389423913133129e+00,-1.538466191781077796e+00
7.053837531876613554e+00,-1.526568069497046043e+00
7.095775520979610285e+00,-1.500147917255004959e+00
7.136891873854386503e+00,-1.471894952713142857e+00
7.178008226729163610e+00,-1.443641988171281199e+00
7.219124579603940717e+00,-1.415389023629419096e+00
7.260240932478716935e+00,-1.387136059087557438e+00
7.301357285353492266e+00,-1.358883094545696224e+00
7.342473638228269373e+00,-1.330630130003834566e+00
7.380043005290550795e+00,-1.297828114064609739e+00
7.417467946453459859e+00,-1.264840870195507172e+00
7.454892887616369812e+00,-1.231853626326405049e+00
7.492317828779278877e+00,-1.198866382457302482e+00
7.529742769942188829e+00,-1.165879138588200359e+00
7.565557672607113204e+00,-1.131172481201467850e+00
7.600930020010388866e+00,-1.095993204371085383e+00
7.636302367413665415e+00,-1.060813927540701584e+00
7.671674714816941965e+00,-1.025634650710317786e+00
7.707047062220218514e+00,-9.904553738799339868e-01
7.743667200266028949e+00,-9.566086540664344717e-01
7.781092141428938014e+00,-9.236214101973319046e-01
7.818517082591847966e+00,-8.906341663282297816e-01
7.855942023754757919e+00,-8.576469224591272145e-01
7.893366964917666095e+00,-8.246596785900259796e-01
7.929906363293493854e+00,-7.907267342047852310e-01
7.965278710696770403e+00,-7.555474573744009881e-01
8.002100049521855496e+00,-7.219156065470007100e-01
8.039524990684764560e+00,-6.889283626778981429e-01
8.076949931847675401e+00,-6.559411188087960198e-01
8.114374873010584466e+00,-6.229538749396934527e-01
8.151799814173493530e+00,-5.899666310705926620e-01
8.188138011770046631e+00,-5.558188176992526763e-01
8.223510359173323181e+00,-5.206395408688688775e-01
8.258882706576599730e+00,-4.854602640384855228e-01
8.294255053979876280e+00,-4.502809872081017240e-01
8.329627401383152829e+00,-4.151017103777183692e-01
8.365724244497332762e+00,-3.806961465488263308e-01
8.403149185660243603e+00,-3.477089026797242077e-01
8.440574126823150891e+00,-3.147216588106229729e-01
8.477999067986061732e+00,-2.817344149415208499e-01
8.515424009148970796e+00,-2.487471710724187268e-01
8.552486702456427281e+00,-2.153730707025705016e-01
8.587859049859705607e+00,-1.801937938721867027e-01
8.623231397262982156e+00,-1.450145170418033480e-01
8.658603744666258706e+00,-1.098352402114195492e-01
8.693976092069537032e+00,-7.465596338103619445e-02
8.729348439472811805e+00,-3.947668655065372789e-02
